File generated on // Fichier créé sur,2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, NO2 // NO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppb // ppb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant ,NAPS ID//Identifiant SNPA,City//Ville,P/T//P/T,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
NO2,10102,St Johns,NL,47.56038,-52.71147,20180615,8,7,10,14,15,20,28,28,25,26,22,19,19,13,9,12,20,19,16,24,23,18,17,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20180616,4,4,6,17,24,21,13,3,15,18,11,8,10,6,7,6,9,10,14,8,13,8,13,10
NO2,10102,St Johns,NL,47.56038,-52.71147,20180617,11,14,11,16,17,17,14,13,14,15,12,5,5,5,11,9,6,8,8,9,8,2,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180618,2,1,3,3,2,3,13,12,10,11,11,11,8,6,5,6,5,8,3,2,1,2,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180619,1,1,1,1,3,4,7,3,3,3,3,2,2,2,3,3,2,1,1,1,1,1,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180620,2,2,2,2,6,6,9,12,10,5,7,21,25,15,21,16,19,17,14,5,4,3,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180621,2,1,1,1,1,2,2,3,2,2,2,1,1,1,1,1,3,2,1,1,2,2,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180622,0,1,1,0,1,2,4,2,1,4,2,10,14,7,8,7,13,16,19,18,24,22,21,4
NO2,10102,St Johns,NL,47.56038,-52.71147,20180623,2,1,1,2,2,2,4,4,2,2,1,2,3,3,1,2,2,1,2,1,2,1,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180624,1,0,2,1,5,1,1,1,1,10,15,11,20,20,20,23,23,25,33,16,20,11,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180625,12,7,5,1,2,6,6,6,8,9,14,14,17,12,18,21,18,17,15,12,9,11,9,12
NO2,10102,St Johns,NL,47.56038,-52.71147,20180626,10,7,7,7,11,10,13,11,11,12,13,11,10,9,14,5,7,12,12,16,1,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180627,0,0,0,0,0,1,3,5,4,4,4,5,5,3,3,4,3,3,2,3,4,3,2,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180628,2,2,2,2,4,7,23,27,20,24,16,10,4,4,4,5,4,3,3,3,5,4,3,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180629,2,2,2,2,2,3,3,5,4,3,3,1,1,2,4,3,1,1,1,1,0,0,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180630,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2,2,2,1,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180701,2,2,2,2,4,4,12,17,16,10,2,11,6,13,16,14,2,20,23,21,23,20,20,19
NO2,10102,St Johns,NL,47.56038,-52.71147,20180702,12,20,19,20,16,15,7,8,12,16,14,11,10,10,4,5,3,7,3,4,12,8,17,14
NO2,10102,St Johns,NL,47.56038,-52.71147,20180703,28,19,1,0,9,4,18,17,12,16,9,6,7,5,5,5,3,2,3,2,2,2,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180704,1,1,1,1,2,2,4,3,4,3,3,2,2,3,2,7,15,27,25,23,22,19,22,21
NO2,10102,St Johns,NL,47.56038,-52.71147,20180705,20,20,18,14,17,15,31,27,21,20,10,6,5,6,3,3,3,2,2,3,6,7,5,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180706,1,1,1,2,1,5,4,5,2,1,2,1,1,0,1,1,0,0,0,0,1,1,0,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180707,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180708,1,2,2,1,1,1,0,1,1,0,1,1,2,1,1,1,2,2,2,2,2,2,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180709,1,2,2,1,1,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180710,2,2,2,2,1,2,3,3,2,2,2,1,1,1,1,0,0,0,0,0,1,1,9,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180711,0,1,0,1,0,1,1,1,2,1,1,0,1,1,1,1,0,1,3,1,10,18,10,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180712,5,9,12,14,14,15,16,5,1,0,3,7,9,3,2,2,1,2,1,2,1,0,0,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180713,1,1,1,0,0,2,2,0,1,0,2,5,8,9,5,3,8,10,9,5,4,3,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180714,2,2,2,3,3,3,6,12,19,4,4,1,10,17,19,16,9,3,11,17,9,15,12,16
NO2,10102,St Johns,NL,47.56038,-52.71147,20180715,17,14,14,16,18,17,14,21,18,18,9,15,2,1,1,1,0,0,0,1,1,1,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180716,0,0,0,0,0,0,2,3,3,1,1,1,1,2,1,2,1,1,0,1,2,2,15,17
NO2,10102,St Johns,NL,47.56038,-52.71147,20180717,4,0,1,1,1,1,1,2,2,1,0,2,2,2,2,1,2,2,2,2,2,2,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180718,2,1,2,1,2,2,12,3,3,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180719,1,1,1,1,2,1,1,2,2,1,1,0,1,1,0,1,2,1,1,1,1,0,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180720,1,0,1,1,2,3,2,3,6,4,-999,7,18,26,24,11,14,23,31,28,27,12,7,4
NO2,10102,St Johns,NL,47.56038,-52.71147,20180721,2,1,1,0,0,0,3,4,3,0,0,2,2,2,3,11,3,3,3,5,4,4,3,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180722,2,2,3,2,2,2,2,3,1,2,1,2,1,1,1,2,2,2,1,1,-999,-999,-999,-999
NO2,10102,St Johns,NL,47.56038,-52.71147,20180723,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
NO2,10102,St Johns,NL,47.56038,-52.71147,20180724,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,7,8,6,7,2,3,9,2,2,3,2,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180725,1,1,1,1,1,1,2,2,2,2,1,0,1,1,1,1,1,1,2,2,1,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180726,0,1,1,1,1,1,2,1,2,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180727,0,0,0,1,0,1,1,2,2,1,1,0,1,1,0,0,1,1,1,1,1,3,1,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180728,4,2,2,8,3,3,7,12,14,16,10,2,3,1,2,2,3,5,1,6,16,12,5,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20180729,1,7,5,1,1,1,3,3,3,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180730,1,1,0,1,0,1,2,3,2,1,1,2,3,3,3,3,3,2,3,3,2,2,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180731,2,2,2,2,2,3,3,3,2,3,2,2,3,2,2,3,3,3,4,4,18,11,4,6
NO2,10102,St Johns,NL,47.56038,-52.71147,20180801,3,4,3,3,3,4,5,6,5,3,2,2,2,2,2,2,2,3,3,5,5,4,4,4
NO2,10102,St Johns,NL,47.56038,-52.71147,20180802,2,2,2,2,2,3,6,5,4,6,6,5,4,4,4,4,4,3,-999,-999,-999,-999,-999,-999
NO2,10102,St Johns,NL,47.56038,-52.71147,20180803,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,4,16,11,8,4,5,6,6,7,5,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20180804,5,3,3,2,3,5,7,6,6,2,2,3,3,2,2,5,3,3,2,3,2,3,3,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180805,1,1,1,1,1,1,3,4,3,8,4,2,3,3,4,7,4,1,1,1,2,1,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180806,0,1,0,0,1,2,3,4,3,3,7,5,9,12,10,7,6,6,4,3,2,3,4,14
NO2,10102,St Johns,NL,47.56038,-52.71147,20180807,15,17,9,13,21,25,24,28,20,9,6,7,12,8,8,6,3,4,7,6,4,3,3,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180808,2,4,1,1,1,3,2,1,2,1,2,4,4,3,4,4,4,4,4,4,4,4,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180809,4,4,3,3,3,4,4,5,5,5,7,5,8,5,4,6,4,4,2,2,2,-999,-999,-999
NO2,10102,St Johns,NL,47.56038,-52.71147,20180810,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,3,2,2,2,2,2,2,1,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180811,1,1,2,1,1,2,2,2,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180812,1,1,1,0,0,1,1,1,1,0,0,1,1,3,10,1,1,2,2,4,3,2,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180813,3,3,4,4,4,5,6,8,5,3,3,2,2,2,3,3,2,2,2,2,2,1,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180814,2,1,1,1,1,3,4,6,4,3,2,2,3,3,3,3,3,2,3,3,4,3,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180815,2,2,2,2,2,2,4,3,3,2,2,2,2,3,3,3,2,3,2,2,2,3,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180816,1,6,3,2,2,3,5,6,5,5,11,12,17,16,9,18,8,4,4,4,7,7,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180817,2,1,1,1,1,1,3,3,4,3,4,3,3,3,4,3,4,4,2,4,4,3,3,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20180818,1,2,3,4,2,2,4,3,3,3,3,3,1,2,1,1,1,1,1,3,4,3,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180819,3,3,2,2,2,10,10,15,12,2,5,5,9,12,8,13,18,20,10,5,3,5,5,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180820,4,4,4,5,8,11,19,16,9,7,6,5,5,3,9,4,4,5,8,4,10,6,4,4
NO2,10102,St Johns,NL,47.56038,-52.71147,20180821,5,2,2,2,4,7,14,12,10,10,8,6,7,8,12,19,5,6,21,18,20,28,23,19
NO2,10102,St Johns,NL,47.56038,-52.71147,20180822,26,9,18,11,17,18,16,6,6,6,5,3,4,3,1,1,0,6,20,27,25,19,5,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180823,1,1,1,0,1,2,4,2,1,1,1,2,2,2,1,2,1,1,0,0,1,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180824,0,0,0,0,1,1,1,1,2,3,3,2,2,3,2,3,3,4,4,3,3,4,3,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180825,2,2,2,2,3,3,3,5,4,3,2,3,4,3,4,4,4,4,4,4,5,4,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180826,3,3,3,3,3,3,3,3,3,2,3,2,1,1,2,2,2,2,3,4,4,2,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180827,1,1,1,2,1,2,3,6,8,8,7,9,4,6,6,3,2,3,5,4,6,5,4,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20180828,4,0,0,2,1,2,3,3,3,3,2,2,2,1,1,1,1,2,1,2,2,1,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180829,1,0,0,0,1,0,1,1,1,1,0,0,1,1,2,2,1,0,1,1,1,1,1,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180830,2,2,2,5,9,5,8,4,3,2,3,2,3,3,3,3,1,2,2,1,1,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180831,0,1,1,1,2,2,1,2,2,2,3,1,2,1,1,1,0,2,2,3,2,3,6,7
NO2,10102,St Johns,NL,47.56038,-52.71147,20180901,10,12,3,2,5,4,3,9,3,2,1,3,2,2,1,1,1,1,1,2,6,3,3,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180902,3,3,3,4,4,3,3,4,5,7,7,8,12,4,4,5,4,2,2,3,2,2,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180903,2,1,0,0,0,1,1,1,0,2,2,2,3,3,2,0,1,1,2,4,2,1,2,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180904,0,0,1,0,1,0,3,3,2,1,2,1,2,1,0,1,2,0,1,1,1,0,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180905,0,2,1,0,0,3,4,5,0,0,1,2,3,7,6,5,3,3,8,6,8,6,14,7
NO2,10102,St Johns,NL,47.56038,-52.71147,20180906,6,4,4,4,3,6,5,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180907,1,0,1,1,2,9,4,3,1,2,2,4,2,3,3,2,4,4,2,1,2,2,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180908,3,2,2,1,2,2,3,2,2,2,2,1,1,2,2,1,1,2,3,3,7,8,6,8
NO2,10102,St Johns,NL,47.56038,-52.71147,20180909,6,6,4,4,4,4,3,5,1,1,0,1,0,1,2,5,2,2,6,4,3,3,2,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20180910,7,7,4,5,5,6,6,12,3,1,3,2,9,3,3,2,2,2,1,2,2,2,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180911,1,1,1,2,2,3,8,8,3,2,2,3,2,3,2,3,4,3,2,2,2,3,4,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180912,2,2,1,2,2,1,4,3,4,4,7,5,4,5,5,19,8,7,23,13,9,4,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180913,2,2,1,2,4,1,4,6,4,3,4,8,13,13,15,15,4,8,9,12,10,10,12,10
NO2,10102,St Johns,NL,47.56038,-52.71147,20180914,3,3,5,2,1,1,4,3,3,4,4,4,9,5,4,2,7,4,5,7,6,4,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180915,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180916,0,0,1,0,0,3,16,5,3,11,8,8,10,3,3,3,10,3,6,4,5,5,5,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20180917,5,4,3,3,4,5,7,5,6,5,6,4,5,4,4,6,5,6,4,3,2,2,2,4
NO2,10102,St Johns,NL,47.56038,-52.71147,20180918,3,7,6,8,7,9,16,22,29,30,28,24,32,30,30,26,23,24,26,14,5,6,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20180919,2,1,1,0,0,10,16,12,10,9,10,10,12,17,29,10,16,14,16,11,14,15,15,14
NO2,10102,St Johns,NL,47.56038,-52.71147,20180920,14,14,15,17,13,2,6,5,8,14,6,4,5,10,9,4,4,4,4,5,5,4,4,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20180921,3,3,2,3,3,5,6,7,4,3,5,3,3,4,4,5,9,10,8,15,12,11,8,11
NO2,10102,St Johns,NL,47.56038,-52.71147,20180922,10,6,5,4,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180923,3,4,2,3,4,4,5,5,2,2,2,0,5,6,6,7,3,2,2,2,1,2,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20180924,1,1,1,0,1,2,3,3,4,2,1,2,0,1,1,1,1,3,3,5,8,8,8,11
NO2,10102,St Johns,NL,47.56038,-52.71147,20180925,8,6,4,5,5,5,10,3,1,1,2,3,3,4,3,4,3,5,14,17,14,11,8,7
NO2,10102,St Johns,NL,47.56038,-52.71147,20180926,4,3,3,3,4,9,9,12,10,4,3,3,5,4,2,5,4,2,2,3,2,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20180927,0,0,0,1,1,1,3,10,9,6,5,5,4,3,4,9,11,4,1,2,2,2,5,12
NO2,10102,St Johns,NL,47.56038,-52.71147,20180928,9,1,6,8,6,5,11,15,17,14,17,12,11,10,6,11,14,21,6,6,5,4,2,9
NO2,10102,St Johns,NL,47.56038,-52.71147,20180929,22,14,13,17,9,8,8,10,4,1,5,3,0,3,2,4,4,5,1,15,21,1,1,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20180930,1,1,0,0,0,0,0,1,2,4,4,1,2,2,0,1,1,2,3,3,3,4,6,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181001,4,9,3,9,12,14,11,10,5,10,3,3,2,3,5,8,13,12,4,4,8,4,3,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181002,2,2,1,3,6,10,17,6,2,3,4,1,3,4,4,4,5,6,8,15,20,17,16,13
NO2,10102,St Johns,NL,47.56038,-52.71147,20181003,12,10,8,8,8,10,11,14,24,6,3,7,4,4,4,6,5,5,6,5,6,3,3,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181004,3,2,2,2,2,6,23,13,5,4,5,3,4,5,6,7,5,3,2,3,2,2,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20181005,1,1,1,2,1,2,3,8,5,6,6,4,6,3,3,5,7,12,13,7,12,9,8,6
NO2,10102,St Johns,NL,47.56038,-52.71147,20181006,5,3,9,10,7,7,8,10,7,3,4,1,3,2,4,3,4,6,16,12,7,10,11,9
NO2,10102,St Johns,NL,47.56038,-52.71147,20181007,9,8,7,8,7,6,5,7,6,6,1,1,0,1,0,1,1,2,4,3,3,3,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181008,1,0,0,2,6,7,12,10,1,0,1,1,1,1,1,2,2,4,11,12,11,8,8,7
NO2,10102,St Johns,NL,47.56038,-52.71147,20181009,6,5,3,4,4,10,16,17,8,3,3,2,4,6,8,8,13,10,8,5,6,6,5,15
NO2,10102,St Johns,NL,47.56038,-52.71147,20181010,16,10,16,6,15,19,23,13,16,8,5,3,3,3,3,3,2,3,3,2,2,2,3,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20181011,1,1,1,1,1,2,3,5,4,2,3,3,3,3,4,3,3,4,6,5,4,5,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181012,1,5,4,4,5,9,17,22,17,8,9,5,5,11,12,9,6,7,6,2,7,1,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181013,1,1,4,10,10,7,5,1,1,3,6,8,14,6,11,6,5,3,3,4,5,2,3,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181014,2,3,4,2,0,1,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181015,0,1,0,0,0,1,2,2,3,3,2,1,2,2,2,2,4,6,9,7,6,5,6,6
NO2,10102,St Johns,NL,47.56038,-52.71147,20181016,4,3,2,3,3,8,7,5,4,3,3,2,1,1,2,1,2,1,1,0,0,0,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181017,0,0,0,0,0,1,2,3,2,2,2,2,2,2,3,3,4,3,5,4,4,3,3,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181018,3,5,13,9,8,9,3,4,3,4,3,4,3,3,4,4,5,3,3,3,2,2,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181019,2,1,1,1,1,2,3,3,3,3,3,5,3,3,4,6,7,6,9,7,9,14,6,7
NO2,10102,St Johns,NL,47.56038,-52.71147,20181020,3,2,2,3,3,3,4,6,5,3,2,1,2,2,1,2,3,2,2,1,1,1,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181021,1,0,1,0,0,0,1,2,2,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181022,1,0,0,0,1,1,1,3,2,2,2,7,5,5,3,3,3,3,5,4,3,3,3,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181023,2,2,2,2,2,5,7,12,8,7,5,7,6,5,4,5,5,10,17,9,7,5,3,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20181024,15,12,11,10,10,15,13,17,24,16,11,5,7,8,7,10,9,10,6,5,7,6,5,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20181025,5,5,7,6,6,6,6,6,6,7,6,4,4,4,7,12,3,6,5,3,3,4,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181026,3,2,1,0,0,3,3,4,2,2,2,1,1,1,2,2,4,2,2,4,2,2,3,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20181027,2,2,1,1,1,3,4,3,3,2,1,2,3,3,3,3,4,6,5,7,9,8,5,7
NO2,10102,St Johns,NL,47.56038,-52.71147,20181028,10,10,12,12,12,12,14,15,20,10,12,5,11,9,3,4,10,8,5,8,7,10,7,8
NO2,10102,St Johns,NL,47.56038,-52.71147,20181029,9,11,6,11,8,3,4,17,4,10,8,3,-999,3,1,2,3,3,2,2,2,1,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20181030,1,0,1,2,7,22,24,26,24,25,26,25,13,5,7,10,3,2,2,2,4,3,2,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181031,1,0,1,1,1,1,2,3,4,4,2,1,2,3,2,2,2,1,1,0,1,1,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181101,1,0,0,0,0,1,0,2,2,1,3,2,2,1,2,3,3,2,4,4,3,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181102,0,1,1,1,1,4,4,5,1,1,1,1,1,1,2,3,4,3,3,2,3,4,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181103,1,8,8,9,12,17,15,18,13,7,7,8,7,9,10,12,6,10,13,17,16,1,0,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181104,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181105,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,7,14,19,20,13,12,11,11
NO2,10102,St Johns,NL,47.56038,-52.71147,20181106,7,8,8,7,7,9,12,14,20,5,6,5,6,5,3,6,10,14,13,21,19,16,10,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20181107,5,4,4,3,2,2,2,4,4,3,6,4,1,1,1,2,2,3,1,0,1,2,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181108,0,0,0,0,0,1,1,2,3,2,1,3,2,2,2,3,2,2,2,2,2,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181109,1,1,1,1,1,3,3,7,4,2,1,3,3,2,2,2,3,3,3,2,3,5,4,5
NO2,10102,St Johns,NL,47.56038,-52.71147,20181110,3,2,4,4,5,3,6,12,15,9,5,4,6,8,4,10,11,14,7,3,5,1,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181111,1,1,0,2,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181112,1,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181113,1,0,0,0,0,0,1,1,1,1,0,1,1,1,2,3,3,3,3,4,4,4,4,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181114,1,2,3,3,1,1,1,3,4,4,2,4,4,3,4,4,4,3,3,4,3,3,2,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181115,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,1,2,1,1,1,2,1,1,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20181116,1,1,1,1,1,2,3,3,5,3,3,3,5,5,5,11,10,22,25,16,12,12,5,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181117,5,3,2,3,6,4,3,7,6,3,3,2,3,3,1,1,2,1,1,1,1,2,1,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181118,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181119,0,0,1,0,0,1,9,17,18,11,7,5,5,8,7,7,8,9,4,3,3,2,2,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181120,1,1,1,2,1,1,2,11,17,20,14,2,2,7,9,3,12,20,21,16,19,24,9,7
NO2,10102,St Johns,NL,47.56038,-52.71147,20181121,20,19,19,11,11,6,8,5,5,4,3,3,4,4,2,4,4,3,3,2,1,1,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20181122,1,1,1,2,5,3,6,7,7,6,5,5,4,3,4,5,7,8,4,2,3,3,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20181123,1,1,1,2,1,2,3,6,8,3,4,1,2,2,2,2,5,5,7,2,3,2,3,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181124,1,0,0,0,1,0,0,0,1,0,0,2,2,3,2,2,2,3,2,2,2,2,2,2
NO2,10102,St Johns,NL,47.56038,-52.71147,20181125,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,0,1
NO2,10102,St Johns,NL,47.56038,-52.71147,20181126,1,1,1,1,1,1,3,3,5,7,7,3,4,4,3,2,2,1,2,1,1,2,3,3
NO2,10102,St Johns,NL,47.56038,-52.71147,20181127,3,1,1,1,0,1,1,0,3,3,2,4,4,5,4,7,6,6,5,3,3,4,3,4
NO2,10102,St Johns,NL,47.56038,-52.71147,20181128,4,4,4,3,5,6,7,7,9,15,16,7,9,6,6,6,8,5,3,5,2,3,2,4
NO2,10102,St Johns,NL,47.56038,-52.71147,20181129,6,5,7,6,5,10,12,11,13,20,15,23,19,32,33,34,27,13,8,6,7,17,12,16
NO2,10102,St Johns,NL,47.56038,-52.71147,20181130,24,18,0,0,0,0,1,1,2,1,1,2,1,1,0,1,1,1,2,4,1,1,1,0
NO2,10102,St Johns,NL,47.56038,-52.71147,20181201,2,1,0,1,0,0,0,1,3,3,3,4,4,7,7,5,4,4,4,4,5,3,4,7
NO2,10102,St Johns,NL,47.56038,-52.71147,20181202,4,4,4,5,4,2,3,4,3,3,2,3,3,3,6,9,12,6,17,14,6,14,10,3
