,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519,AirBeam2:001896105519
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam2-F,AirBeam2-PM1,AirBeam2-PM10,AirBeam2-PM2.5,AirBeam2-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
5774,"starting at 401
",2020-07-25T11:29:46.273,43.6707,-79.6542133,,4.0,8.0,6.0,
5775,"starting at 401
",2020-07-25T11:29:46.274,43.6707,-79.6542133,94.0,,,,59.0
5776,"starting at 401
",2020-07-25T11:29:46.519,43.6707,-79.6542133,,5.0,,7.0,
5777,"starting at 401
",2020-07-25T11:29:46.520,43.6707,-79.6542133,,,9.0,,
5778,"starting at 401
",2020-07-25T11:29:47.021,43.670675,-79.6542583,94.0,,,,
5779,"starting at 401
",2020-07-25T11:29:47.270,43.670675,-79.6542583,,,,,59.0
5780,"starting at 401
",2020-07-25T11:29:47.271,43.670675,-79.6542583,,5.0,,,
5781,"starting at 401
",2020-07-25T11:29:47.272,43.670675,-79.6542583,,,9.0,7.0,
5782,"starting at 401
",2020-07-25T11:29:48.020,43.6706483,-79.6543033,94.0,,,,
5783,"starting at 401
",2020-07-25T11:29:48.270,43.6706483,-79.6543033,,,,,59.0
5784,"starting at 401
",2020-07-25T11:29:48.271,43.6706483,-79.6543033,,5.0,,,
5785,"starting at 401
",2020-07-25T11:29:48.272,43.6706483,-79.6543033,,,9.0,7.0,
5786,"starting at 401
",2020-07-25T11:29:49.021,43.6706233,-79.6543467,94.0,,,,
5787,"starting at 401
",2020-07-25T11:29:50.021,43.6706233,-79.6543467,,,,,59.0
5788,"starting at 401
",2020-07-25T11:29:50.022,43.6706233,-79.6543467,,5.0,9.0,7.0,
5789,"starting at 401
",2020-07-25T11:29:50.271,43.6706233,-79.6543467,94.0,,,,
5790,"starting at 401
",2020-07-25T11:29:50.521,43.6706233,-79.6543467,,,,,59.0
5791,"starting at 401
",2020-07-25T11:29:50.522,43.6706233,-79.6543467,,5.0,9.0,7.0,
5792,"starting at 401
",2020-07-25T11:29:51.024,43.6705683,-79.6544317,94.0,,,,
5793,"starting at 401
",2020-07-25T11:29:52.020,43.6705683,-79.6544317,,,,,59.0
5794,"starting at 401
",2020-07-25T11:29:52.021,43.6705683,-79.6544317,,5.0,11.0,7.0,
5795,"starting at 401
",2020-07-25T11:29:52.269,43.6705683,-79.6544317,94.0,,,,
5796,"starting at 401
",2020-07-25T11:29:53.272,43.670515,-79.6545167,,,,,59.0
5797,"starting at 401
",2020-07-25T11:29:53.273,43.670515,-79.6545167,,4.0,,6.0,
5798,"starting at 401
",2020-07-25T11:29:53.274,43.670515,-79.6545167,,,10.0,,
5799,"starting at 401
",2020-07-25T11:29:53.275,43.670515,-79.6545167,94.0,,,,59.0
5800,"starting at 401
",2020-07-25T11:29:53.519,43.670515,-79.6545167,,4.0,,,
5801,"starting at 401
",2020-07-25T11:29:53.520,43.670515,-79.6545167,,,10.0,6.0,
5802,"starting at 401
",2020-07-25T11:29:54.021,43.67049,-79.6545583,94.0,,,,
5803,"starting at 401
",2020-07-25T11:29:54.270,43.67049,-79.6545583,,,,,59.0
5804,"starting at 401
",2020-07-25T11:29:54.271,43.67049,-79.6545583,,4.0,,,
5805,"starting at 401
",2020-07-25T11:29:54.272,43.67049,-79.6545583,,,10.0,6.0,
5806,"starting at 401
",2020-07-25T11:29:55.022,43.6704633,-79.6545983,94.0,,,,
5807,"starting at 401
",2020-07-25T11:29:55.270,43.6704633,-79.6545983,,,,,59.0
5808,"starting at 401
",2020-07-25T11:29:55.271,43.6704633,-79.6545983,,4.0,,,
5809,"starting at 401
",2020-07-25T11:29:55.272,43.6704633,-79.6545983,,,10.0,6.0,
5810,"starting at 401
",2020-07-25T11:29:56.025,43.6704633,-79.6545983,94.0,,,,
5811,"starting at 401
",2020-07-25T11:29:57.021,43.6704083,-79.6546733,,,,,59.0
5812,"starting at 401
",2020-07-25T11:29:57.024,43.6704083,-79.6546733,,5.0,10.0,6.0,
5813,"starting at 401
",2020-07-25T11:29:57.270,43.6704083,-79.6546733,94.0,,,,
5814,"starting at 401
",2020-07-25T11:29:58.271,43.6704083,-79.6546733,,,,,59.0
5815,"starting at 401
",2020-07-25T11:29:58.272,43.6704083,-79.6546733,,5.0,,6.0,
5816,"starting at 401
",2020-07-25T11:29:58.273,43.6704083,-79.6546733,94.0,,10.0,,59.0
5817,"starting at 401
",2020-07-25T11:29:58.519,43.6704083,-79.6546733,,4.0,,,
5818,"starting at 401
",2020-07-25T11:29:58.520,43.6704083,-79.6546733,,,10.0,6.0,
5819,"starting at 401
",2020-07-25T11:29:59.022,43.670355,-79.6547517,94.0,,,,
5820,"starting at 401
",2020-07-25T11:29:59.271,43.670355,-79.6547517,,,,,59.0
5821,"starting at 401
",2020-07-25T11:29:59.272,43.670355,-79.6547517,,4.0,,,
5822,"starting at 401
",2020-07-25T11:29:59.273,43.670355,-79.6547517,,,10.0,6.0,
5823,"starting at 401
",2020-07-25T11:30:00.271,43.67033,-79.6547917,94.0,,,,
5824,"starting at 401
",2020-07-25T11:30:00.272,43.67033,-79.6547917,,,,,59.0
5825,"starting at 401
",2020-07-25T11:30:00.273,43.67033,-79.6547917,,4.0,,6.0,
5826,"starting at 401
",2020-07-25T11:30:00.274,43.67033,-79.6547917,,,8.0,,
5827,"starting at 401
",2020-07-25T11:30:01.022,43.6703067,-79.6548317,94.0,,,,
5828,"starting at 401
",2020-07-25T11:30:02.021,43.6703067,-79.6548317,,,,,59.0
5829,"starting at 401
",2020-07-25T11:30:02.022,43.6703067,-79.6548317,,4.0,8.0,6.0,
5830,"starting at 401
",2020-07-25T11:30:02.270,43.6703067,-79.6548317,94.0,,,,
5831,"starting at 401
",2020-07-25T11:30:02.522,43.6703067,-79.6548317,,,,,59.0
5832,"starting at 401
",2020-07-25T11:30:02.523,43.6703067,-79.6548317,,4.0,8.0,6.0,
5833,"starting at 401
",2020-07-25T11:30:03.270,43.6702567,-79.6549117,94.0,,,,
5834,"starting at 401
",2020-07-25T11:30:03.271,43.6702567,-79.6549117,,,,,59.0
5835,"starting at 401
",2020-07-25T11:30:03.272,43.6702567,-79.6549117,,3.0,7.0,6.0,
5836,"starting at 401
",2020-07-25T11:30:04.271,43.6702567,-79.6549117,94.0,,,,
5837,"starting at 401
",2020-07-25T11:30:04.272,43.6702567,-79.6549117,,,,,59.0
5838,"starting at 401
",2020-07-25T11:30:04.273,43.6702567,-79.6549117,,3.0,,6.0,
5839,"starting at 401
",2020-07-25T11:30:04.274,43.6702567,-79.6549117,,,7.0,,
5840,"starting at 401
",2020-07-25T11:30:05.021,43.670205,-79.6549867,94.0,,,,
5841,"starting at 401
",2020-07-25T11:30:05.271,43.670205,-79.6549867,,,,,59.0
5842,"starting at 401
",2020-07-25T11:30:05.273,43.670205,-79.6549867,,4.0,8.0,6.0,
5843,"starting at 401
",2020-07-25T11:30:06.020,43.6701783,-79.655025,94.0,,,,
5844,"starting at 401
",2020-07-25T11:30:06.270,43.6701783,-79.655025,,,,,59.0
5845,"starting at 401
",2020-07-25T11:30:06.272,43.6701783,-79.655025,,4.0,8.0,6.0,
5846,"starting at 401
",2020-07-25T11:30:07.020,43.6701517,-79.6550617,94.0,,,,
5847,"starting at 401
",2020-07-25T11:30:07.271,43.6701517,-79.6550617,,,,,59.0
5848,"starting at 401
",2020-07-25T11:30:07.272,43.6701517,-79.6550617,,5.0,,,
5849,"starting at 401
",2020-07-25T11:30:07.273,43.6701517,-79.6550617,,,9.0,7.0,
5850,"starting at 401
",2020-07-25T11:30:08.026,43.6701517,-79.6550617,94.0,,,,
5851,"starting at 401
",2020-07-25T11:30:08.521,43.6701517,-79.6550617,,,,,59.0
5852,"starting at 401
",2020-07-25T11:30:08.522,43.6701517,-79.6550617,,5.0,,,
5853,"starting at 401
",2020-07-25T11:30:08.523,43.6701517,-79.6550617,,,8.0,6.0,
5854,"starting at 401
",2020-07-25T11:30:09.025,43.6700933,-79.65513,94.0,,,,
5855,"starting at 401
",2020-07-25T11:30:10.026,43.6700933,-79.65513,,,,,59.0
5856,"starting at 401
",2020-07-25T11:30:10.028,43.6700933,-79.65513,,4.0,,6.0,
5857,"starting at 401
",2020-07-25T11:30:10.029,43.6700933,-79.65513,,,6.0,,
5858,"starting at 401
",2020-07-25T11:30:10.270,43.6700933,-79.65513,94.0,,,,
5859,"starting at 401
",2020-07-25T11:30:10.521,43.6700933,-79.65513,,,,,59.0
5860,"starting at 401
",2020-07-25T11:30:10.522,43.6700933,-79.65513,,3.0,,6.0,
5861,"starting at 401
",2020-07-25T11:30:10.523,43.6700933,-79.65513,,,6.0,,
5862,"starting at 401
",2020-07-25T11:30:11.021,43.670035,-79.655195,94.0,,,,
5863,"starting at 401
",2020-07-25T11:30:12.021,43.670005,-79.6552267,,,,,59.0
5864,"starting at 401
",2020-07-25T11:30:12.022,43.670005,-79.6552267,,3.0,,6.0,
5865,"starting at 401
",2020-07-25T11:30:12.024,43.670005,-79.6552267,,,6.0,,
5866,"starting at 401
",2020-07-25T11:30:12.268,43.670005,-79.6552267,94.0,,,,
5867,"starting at 401
",2020-07-25T11:30:12.521,43.670005,-79.6552267,,,,,59.0
5868,"starting at 401
",2020-07-25T11:30:12.522,43.670005,-79.6552267,,4.0,6.0,6.0,
5869,"starting at 401
",2020-07-25T11:30:13.272,43.669975,-79.6552567,94.0,,,,
5870,"starting at 401
",2020-07-25T11:30:13.273,43.669975,-79.6552567,,,,,59.0
5871,"starting at 401
",2020-07-25T11:30:13.274,43.669975,-79.6552567,,4.0,,6.0,
5872,"starting at 401
",2020-07-25T11:30:13.275,43.669975,-79.6552567,,,6.0,,
5873,"starting at 401
",2020-07-25T11:30:14.028,43.669975,-79.6552567,94.0,,,,
5874,"starting at 401
",2020-07-25T11:30:14.521,43.669975,-79.6552567,,,,,60.0
5875,"starting at 401
",2020-07-25T11:30:14.522,43.669975,-79.6552567,,3.0,,,
5876,"starting at 401
",2020-07-25T11:30:14.523,43.669975,-79.6552567,,,5.0,5.0,
5877,"starting at 401
",2020-07-25T11:30:15.021,43.669975,-79.6552567,94.0,,,,
5878,"starting at 401
",2020-07-25T11:30:16.021,43.669926,-79.6553084,,,,,60.0
5879,"starting at 401
",2020-07-25T11:30:16.022,43.669926,-79.6553084,,3.0,,5.0,
5880,"starting at 401
",2020-07-25T11:30:16.024,43.669926,-79.6553084,,,5.0,,
5881,"starting at 401
",2020-07-25T11:30:16.270,43.669926,-79.6553084,94.0,,,,
5882,"starting at 401
",2020-07-25T11:30:16.521,43.6698867,-79.65535,,,,,59.0
5883,"starting at 401
",2020-07-25T11:30:16.522,43.6698867,-79.65535,,4.0,,6.0,
5884,"starting at 401
",2020-07-25T11:30:16.523,43.6698867,-79.65535,,,7.0,,
5885,"starting at 401
",2020-07-25T11:30:17.025,43.6698867,-79.65535,94.0,,,,
5886,"starting at 401
",2020-07-25T11:30:18.020,43.66982,-79.6554133,,,,,59.0
5887,"starting at 401
",2020-07-25T11:30:18.021,43.66982,-79.6554133,,5.0,7.0,6.0,
5888,"starting at 401
",2020-07-25T11:30:18.272,43.66982,-79.6554133,94.0,,,,
5889,"starting at 401
",2020-07-25T11:30:18.521,43.66982,-79.6554133,,,,,59.0
5890,"starting at 401
",2020-07-25T11:30:18.522,43.66982,-79.6554133,,5.0,,6.0,
5891,"starting at 401
",2020-07-25T11:30:18.523,43.66982,-79.6554133,,,7.0,,
5892,"starting at 401
",2020-07-25T11:30:19.271,43.6697867,-79.6554467,94.0,,,,
5893,"starting at 401
",2020-07-25T11:30:19.272,43.6697867,-79.6554467,,,,,59.0
5894,"starting at 401
",2020-07-25T11:30:19.273,43.6697867,-79.6554467,,5.0,8.0,6.0,
5895,"starting at 401
",2020-07-25T11:30:20.271,43.6697867,-79.6554467,94.0,,,,59.0
5896,"starting at 401
",2020-07-25T11:30:20.272,43.6697867,-79.6554467,,5.0,,,
5897,"starting at 401
",2020-07-25T11:30:20.273,43.6697867,-79.6554467,,,8.0,6.0,
5898,"starting at 401
",2020-07-25T11:30:21.021,43.6697217,-79.6555083,94.0,,,,
5899,"starting at 401
",2020-07-25T11:30:21.271,43.6697217,-79.6555083,,,,,59.0
5900,"starting at 401
",2020-07-25T11:30:21.272,43.6697217,-79.6555083,,5.0,,,
5901,"starting at 401
",2020-07-25T11:30:21.273,43.6697217,-79.6555083,,,8.0,7.0,
5902,"starting at 401
",2020-07-25T11:30:22.018,43.6697217,-79.6555083,94.0,,,,
5903,"starting at 401
",2020-07-25T11:30:22.271,43.6697217,-79.6555083,,,,,59.0
5904,"starting at 401
",2020-07-25T11:30:22.272,43.6697217,-79.6555083,,4.0,,,
5905,"starting at 401
",2020-07-25T11:30:22.273,43.6697217,-79.6555083,,,7.0,6.0,
5906,"starting at 401
",2020-07-25T11:30:23.020,43.6696533,-79.655565,94.0,,,,
5907,"starting at 401
",2020-07-25T11:30:23.270,43.6696533,-79.655565,,,,,59.0
5908,"starting at 401
",2020-07-25T11:30:23.271,43.6696533,-79.655565,,3.0,,,
5909,"starting at 401
",2020-07-25T11:30:23.272,43.6696533,-79.655565,,,6.0,6.0,
5910,"starting at 401
",2020-07-25T11:30:24.021,43.6696183,-79.6555883,94.0,,,,
5911,"starting at 401
",2020-07-25T11:30:24.271,43.6696183,-79.6555883,,,,,59.0
5912,"starting at 401
",2020-07-25T11:30:24.273,43.6696183,-79.6555883,,4.0,7.0,6.0,
5913,"starting at 401
",2020-07-25T11:30:25.028,43.66958,-79.6556083,94.0,,,,
5914,"starting at 401
",2020-07-25T11:30:26.021,43.66958,-79.6556083,,,,,59.0
5915,"starting at 401
",2020-07-25T11:30:26.021,43.66958,-79.6556083,,4.0,7.0,6.0,
5916,"starting at 401
",2020-07-25T11:30:26.270,43.66958,-79.6556083,94.0,,,,
5917,"starting at 401
",2020-07-25T11:30:27.271,43.6695017,-79.6556383,,,,,59.0
5918,"starting at 401
",2020-07-25T11:30:27.272,43.6695017,-79.6556383,,4.0,,,
5919,"starting at 401
",2020-07-25T11:30:27.273,43.6695017,-79.6556383,94.0,,7.0,6.0,
5920,"starting at 401
",2020-07-25T11:30:27.274,43.6695017,-79.6556383,,,,,59.0
5921,"starting at 401
",2020-07-25T11:30:27.519,43.6695017,-79.6556383,,5.0,,7.0,
5922,"starting at 401
",2020-07-25T11:30:27.520,43.6695017,-79.6556383,,,8.0,,
5923,"starting at 401
",2020-07-25T11:30:28.024,43.6694617,-79.6556517,94.0,,,,
5924,"starting at 401
",2020-07-25T11:30:28.271,43.6694617,-79.6556517,,,,,59.0
5925,"starting at 401
",2020-07-25T11:30:28.272,43.6694617,-79.6556517,,5.0,,,
5926,"starting at 401
",2020-07-25T11:30:28.273,43.6694617,-79.6556517,,,9.0,7.0,
5927,"starting at 401
",2020-07-25T11:30:29.028,43.6694617,-79.6556517,95.0,,,,
5928,"starting at 401
",2020-07-25T11:30:30.020,43.669375,-79.6556667,,,,,59.0
5929,"starting at 401
",2020-07-25T11:30:30.021,43.669375,-79.6556667,,5.0,,,
5930,"starting at 401
",2020-07-25T11:30:30.021,43.669375,-79.6556667,,,9.0,7.0,
5931,"starting at 401
",2020-07-25T11:30:30.270,43.669375,-79.6556667,95.0,,,,
5932,"starting at 401
",2020-07-25T11:30:30.520,43.669375,-79.6556667,,,,,59.0
5933,"starting at 401
",2020-07-25T11:30:30.521,43.669375,-79.6556667,,5.0,,7.0,
5934,"starting at 401
",2020-07-25T11:30:30.522,43.669375,-79.6556667,,,9.0,,
5935,"starting at 401
",2020-07-25T11:30:31.271,43.6693283,-79.655665,94.0,,,,
5936,"starting at 401
",2020-07-25T11:30:31.272,43.6693283,-79.655665,,,,,59.0
5937,"starting at 401
",2020-07-25T11:30:31.273,43.6693283,-79.655665,,5.0,9.0,8.0,
5938,"starting at 401
",2020-07-25T11:30:32.271,43.6693283,-79.655665,94.0,,,,
5939,"starting at 401
",2020-07-25T11:30:32.272,43.6693283,-79.655665,,,,,59.0
5940,"starting at 401
",2020-07-25T11:30:32.273,43.6693283,-79.655665,,5.0,9.0,8.0,
5941,"starting at 401
",2020-07-25T11:30:33.020,43.6692417,-79.6556617,94.0,,,,
5942,"starting at 401
",2020-07-25T11:30:33.271,43.6692417,-79.6556617,,,,,59.0
5943,"starting at 401
",2020-07-25T11:30:33.272,43.6692417,-79.6556617,,5.0,,,
5944,"starting at 401
",2020-07-25T11:30:33.273,43.6692417,-79.6556617,,,9.0,8.0,
5945,"starting at 401
",2020-07-25T11:30:34.021,43.6692417,-79.6556617,94.0,,,,
5946,"starting at 401
",2020-07-25T11:30:34.271,43.6692417,-79.6556617,,,,,59.0
5947,"starting at 401
",2020-07-25T11:30:34.273,43.6692417,-79.6556617,,5.0,9.0,8.0,
5948,"starting at 401
",2020-07-25T11:30:35.022,43.669155,-79.6556567,94.0,,,,
5949,"starting at 401
",2020-07-25T11:30:35.270,43.669155,-79.6556567,,,,,59.0
5950,"starting at 401
",2020-07-25T11:30:35.272,43.669155,-79.6556567,,5.0,8.0,7.0,
5951,"starting at 401
",2020-07-25T11:30:36.021,43.6691117,-79.655655,94.0,,,,
5952,"starting at 401
",2020-07-25T11:30:36.270,43.6691117,-79.655655,,,,,59.0
5953,"starting at 401
",2020-07-25T11:30:36.272,43.6691117,-79.655655,,5.0,8.0,7.0,
5954,"starting at 401
",2020-07-25T11:30:37.022,43.66907,-79.6556533,94.0,,,,
5955,"starting at 401
",2020-07-25T11:30:38.021,43.66907,-79.6556533,,,,,59.0
5956,"starting at 401
",2020-07-25T11:30:38.022,43.66907,-79.6556533,,4.0,8.0,7.0,
5957,"starting at 401
",2020-07-25T11:30:38.268,43.66907,-79.6556533,94.0,,,,
5958,"starting at 401
",2020-07-25T11:30:38.521,43.66907,-79.6556533,,,,,59.0
5959,"starting at 401
",2020-07-25T11:30:38.522,43.66907,-79.6556533,,4.0,8.0,6.0,
5960,"starting at 401
",2020-07-25T11:30:39.272,43.6689867,-79.655645,94.0,,,,59.0
5961,"starting at 401
",2020-07-25T11:30:39.273,43.6689867,-79.655645,,5.0,,,
5962,"starting at 401
",2020-07-25T11:30:39.274,43.6689867,-79.655645,,,9.0,7.0,
5963,"starting at 401
",2020-07-25T11:30:40.022,43.6689867,-79.655645,94.0,,,,
5964,"starting at 401
",2020-07-25T11:30:40.271,43.6689867,-79.655645,,,,,59.0
5965,"starting at 401
",2020-07-25T11:30:40.272,43.6689867,-79.655645,,6.0,,,
5966,"starting at 401
",2020-07-25T11:30:40.273,43.6689867,-79.655645,,,9.0,8.0,
5967,"starting at 401
",2020-07-25T11:30:41.025,43.66891,-79.6556417,94.0,,,,
5968,"starting at 401
",2020-07-25T11:30:41.271,43.66891,-79.6556417,,,,,59.0
5969,"starting at 401
",2020-07-25T11:30:41.273,43.66891,-79.6556417,,6.0,9.0,8.0,
5970,"starting at 401
",2020-07-25T11:30:42.021,43.66891,-79.6556417,94.0,,,,
5971,"starting at 401
",2020-07-25T11:30:42.271,43.66891,-79.6556417,,,,,59.0
5972,"starting at 401
",2020-07-25T11:30:42.272,43.66891,-79.6556417,,5.0,,,
5973,"starting at 401
",2020-07-25T11:30:42.273,43.66891,-79.6556417,,,9.0,7.0,
5974,"starting at 401
",2020-07-25T11:30:43.021,43.6688606,-79.6556482,94.0,,,,
5975,"starting at 401
",2020-07-25T11:30:43.272,43.6688606,-79.6556482,,,,,59.0
5976,"starting at 401
",2020-07-25T11:30:43.273,43.6688606,-79.6556482,,5.0,,,
5977,"starting at 401
",2020-07-25T11:30:43.274,43.6688606,-79.6556482,,,9.0,7.0,
5978,"starting at 401
",2020-07-25T11:30:44.022,43.6688606,-79.6556482,95.0,,,,
5979,"starting at 401
",2020-07-25T11:30:45.021,43.6688092,-79.6556632,,,,,59.0
5980,"starting at 401
",2020-07-25T11:30:45.021,43.6688092,-79.6556632,,5.0,,,
5981,"starting at 401
",2020-07-25T11:30:45.022,43.6688092,-79.6556632,,,8.0,7.0,
5982,"starting at 401
",2020-07-25T11:30:45.271,43.6688092,-79.6556632,94.0,,,,
5983,"starting at 401
",2020-07-25T11:30:45.520,43.6688092,-79.6556632,,,,,60.0
5984,"starting at 401
",2020-07-25T11:30:45.521,43.6688092,-79.6556632,,5.0,,6.0,
5985,"starting at 401
",2020-07-25T11:30:45.522,43.6688092,-79.6556632,,,8.0,,
5986,"starting at 401
",2020-07-25T11:30:46.021,43.6688092,-79.6556632,94.0,,,,
5987,"starting at 401
",2020-07-25T11:30:46.272,43.6688092,-79.6556632,,,,,59.0
5988,"starting at 401
",2020-07-25T11:30:46.273,43.6688092,-79.6556632,,5.0,8.0,6.0,
5989,"starting at 401
",2020-07-25T11:30:47.271,43.6687593,-79.6556852,95.0,,,,60.0
5990,"starting at 401
",2020-07-25T11:30:47.272,43.6687593,-79.6556852,,5.0,8.0,7.0,
5991,"starting at 401
",2020-07-25T11:30:48.021,43.6687357,-79.6557018,94.0,,,,
5992,"starting at 401
",2020-07-25T11:30:48.271,43.6687357,-79.6557018,,,,,60.0
5993,"starting at 401
",2020-07-25T11:30:48.272,43.6687357,-79.6557018,,5.0,,7.0,
5994,"starting at 401
",2020-07-25T11:30:48.273,43.6687357,-79.6557018,,,8.0,,
5995,"starting at 401
",2020-07-25T11:30:49.020,43.6687144,-79.6557197,94.0,,,,
5996,"starting at 401
",2020-07-25T11:30:49.270,43.6687144,-79.6557197,,,,,60.0
5997,"starting at 401
",2020-07-25T11:30:49.271,43.6687144,-79.6557197,,5.0,,,
5998,"starting at 401
",2020-07-25T11:30:49.272,43.6687144,-79.6557197,,,8.0,7.0,
5999,"starting at 401
",2020-07-25T11:30:50.021,43.6687144,-79.6557197,94.0,,,,
6000,"starting at 401
",2020-07-25T11:30:50.271,43.6687144,-79.6557197,,,,,60.0
6001,"starting at 401
",2020-07-25T11:30:50.272,43.6687144,-79.6557197,,5.0,,,
6002,"starting at 401
",2020-07-25T11:30:50.273,43.6687144,-79.6557197,,,8.0,7.0,
6003,"starting at 401
",2020-07-25T11:30:51.021,43.6686708,-79.6557602,95.0,,,,
6004,"starting at 401
",2020-07-25T11:30:51.271,43.6686708,-79.6557602,,,,,60.0
6005,"starting at 401
",2020-07-25T11:30:51.272,43.6686708,-79.6557602,,4.0,,,
6006,"starting at 401
",2020-07-25T11:30:51.273,43.6686708,-79.6557602,,,7.0,6.0,
6007,"starting at 401
",2020-07-25T11:30:52.020,43.6686708,-79.6557602,94.0,,,,
6008,"starting at 401
",2020-07-25T11:30:52.270,43.6686708,-79.6557602,,,,,60.0
6009,"starting at 401
",2020-07-25T11:30:52.272,43.6686708,-79.6557602,,4.0,7.0,6.0,
6010,"starting at 401
",2020-07-25T11:30:53.021,43.6686251,-79.6558078,95.0,,,,
6011,"starting at 401
",2020-07-25T11:30:53.271,43.6686251,-79.6558078,,,,,60.0
6012,"starting at 401
",2020-07-25T11:30:53.272,43.6686251,-79.6558078,,4.0,,6.0,
6013,"starting at 401
",2020-07-25T11:30:53.273,43.6686251,-79.6558078,,,7.0,,
6014,"starting at 401
",2020-07-25T11:30:54.020,43.6686251,-79.6558078,95.0,,,,
6015,"starting at 401
",2020-07-25T11:30:54.271,43.6686251,-79.6558078,,,,,60.0
6016,"starting at 401
",2020-07-25T11:30:54.272,43.6686251,-79.6558078,,5.0,,,
6017,"starting at 401
",2020-07-25T11:30:54.273,43.6686251,-79.6558078,,,8.0,6.0,
6018,"starting at 401
",2020-07-25T11:30:55.020,43.6685878,-79.6558562,94.0,,,,
6019,"starting at 401
",2020-07-25T11:30:55.270,43.6685878,-79.6558562,,,,,60.0
6020,"starting at 401
",2020-07-25T11:30:55.271,43.6685878,-79.6558562,,5.0,,,
6021,"starting at 401
",2020-07-25T11:30:55.272,43.6685878,-79.6558562,,,8.0,6.0,
6022,"starting at 401
",2020-07-25T11:30:56.021,43.6685878,-79.6558562,95.0,,,,
6023,"starting at 401
",2020-07-25T11:30:56.270,43.6685878,-79.6558562,,,,,60.0
6024,"starting at 401
",2020-07-25T11:30:56.271,43.6685878,-79.6558562,,5.0,,,
6025,"starting at 401
",2020-07-25T11:30:56.272,43.6685878,-79.6558562,,,7.0,6.0,
6026,"starting at 401
",2020-07-25T11:30:57.017,43.6685494,-79.6559143,94.0,,,,
6027,"starting at 401
",2020-07-25T11:30:57.271,43.6685494,-79.6559143,,,,,59.0
6028,"starting at 401
",2020-07-25T11:30:57.273,43.6685494,-79.6559143,,4.0,6.0,6.0,
6029,"starting at 401
",2020-07-25T11:30:58.020,43.6685494,-79.6559143,95.0,,,,
6030,"starting at 401
",2020-07-25T11:30:58.271,43.6685494,-79.6559143,,,,,59.0
6031,"starting at 401
",2020-07-25T11:30:58.272,43.6685494,-79.6559143,,4.0,,,
6032,"starting at 401
",2020-07-25T11:30:58.273,43.6685494,-79.6559143,,,6.0,6.0,
6033,"starting at 401
",2020-07-25T11:30:59.024,43.6685141,-79.655979,95.0,,,,
6034,"starting at 401
",2020-07-25T11:31:00.021,43.6684954,-79.6560171,,,,,59.0
6035,"starting at 401
",2020-07-25T11:31:00.021,43.6684954,-79.6560171,,4.0,6.0,6.0,
6036,"starting at 401
",2020-07-25T11:31:00.269,43.6684954,-79.6560171,95.0,,,,
6037,"starting at 401
",2020-07-25T11:31:00.521,43.6684954,-79.6560171,,5.0,,,59.0
6038,"starting at 401
",2020-07-25T11:31:00.522,43.6684954,-79.6560171,,,7.0,6.0,
6039,"starting at 401
",2020-07-25T11:31:01.021,43.6684954,-79.6560171,95.0,,,,
6040,"starting at 401
",2020-07-25T11:31:02.021,43.6684617,-79.6560983,,,,,59.0
6041,"starting at 401
",2020-07-25T11:31:02.022,43.6684617,-79.6560983,,5.0,,,
6042,"starting at 401
",2020-07-25T11:31:02.024,43.6684617,-79.6560983,,,,7.0,
6043,"starting at 401
",2020-07-25T11:31:02.025,43.6684617,-79.6560983,,,8.0,,
6044,"starting at 401
",2020-07-25T11:31:02.273,43.6684617,-79.6560983,95.0,,,,
6045,"starting at 401
",2020-07-25T11:31:03.272,43.6684383,-79.6562067,,,,,59.0
6046,"starting at 401
",2020-07-25T11:31:03.274,43.6684383,-79.6562067,,5.0,8.0,7.0,
6047,"starting at 401
",2020-07-25T11:31:03.277,43.6684383,-79.6562067,95.0,,,,
6048,"starting at 401
",2020-07-25T11:31:03.278,43.6684383,-79.6562067,,4.0,,,59.0
6049,"starting at 401
",2020-07-25T11:31:03.519,43.6684383,-79.6562067,,,,6.0,
6050,"starting at 401
",2020-07-25T11:31:03.520,43.6684383,-79.6562067,,,6.0,,
6051,"starting at 401
",2020-07-25T11:31:04.021,43.6684383,-79.6562067,94.0,,,,
6052,"starting at 401
",2020-07-25T11:31:04.271,43.6684383,-79.6562067,,,,,59.0
6053,"starting at 401
",2020-07-25T11:31:04.272,43.6684383,-79.6562067,,4.0,,,
6054,"starting at 401
",2020-07-25T11:31:04.273,43.6684383,-79.6562067,,,6.0,6.0,
6055,"starting at 401
",2020-07-25T11:31:05.021,43.6684217,-79.656345,95.0,,,,
